OYO Flagship 532 Sikanderpur Metro Station,"Kusum Marg, DLF Phase 1, Sector 26, Gurgaon","844
",4.3
OYO 405 near Artemis Hospital,"Near Ardee City Gate-3, Sector 52, Gurgaon","855
",4.6
OYO 9581 Green Residency,"sector-47, Near Bakhtawar Chowk, Sohna Road, Gurgaon","855
",4.6
OYO 2245 Sector 21,"Sector 21, Gurgaon","856
",New
OYO 8947 Hotel Vedanta,"Behind Medanta Hospital, Sector 38, Gurgaon","857
",4.5
OYO 1639 Hotel Anand Hospitalities,"Sector 56, Gurgaon","857
",New
OYO 11606 Hotel Diplomat Residency,"Sector-38, Near Medanta, Gurgaon","873
",New
OYO 10965 Emblem Hotel,"Khandsa, Opp. Sector 10A, Near Hero Honda Chowk, Gurgaon","876
",4.4
OYO 6835 Green Residency,"Sector 31, Gurgaon","879
",4.4
OYO 5528 DLF Phase 4,"Near Sushant Lok Police Station, Sushant Lok Phase 1, Gurgaon","880
",4.4
OYO Flagship 441 Medanta,"P Block, Sector 38, Gurgaon","886
",4.4
OYO 11600 Hotel Cosy Tree,"V34/7, DLF Phase 3, Gurgaon","894
",4.1
OYO 10928 Krishna Kunj,"Sector 45, Gurgaon","895
",4.1
OYO 9024 Sector 31,"Near Medanta, Sector 31 Market, Gurgaon.","911
",4.5
OYO 6589 Shubhdeep Aashiyana,"DLF Phase 2, Gurgaon","922
",4.5
OYO 389 Hotel Vaishnoi Inn,"Near Pushpanjali Hospital, Civil Lines, Gurgaon","868
",4.5
OYO 4814 Nstay 46,"Behind Amity International School, Sector 46, Gurgaon","874
",4.5
OYO 9664 Sector 48,"Vipul World, Sector - 48, Gurgaon","876
",New
OYO 10585 Hotel Shubhdeep Aashiyana 2,"DLF Phase 2, Sector 25, Gurgaon","880
",4.8
OYO 301 Hotel Mulberry Retreat,"Sector- 57, Gurgaon","883
",4.8
OYO 9899 Hotel Palm Tree,"Palam Vihar, Gurgaon","891
",New
OYO 8317 Sector 31,"Near Jharsa Chowk, Sector 31, Gurgaon","895
",4.6
OYO 8927 US Executive Suites,"Behind LIC Building, Dayanand Colony, Gurgaon","906
",4.6
OYO 3662 Galaxxy Inn,"Plot No. J-4 - 22, DLF Phase - II, Gurgaon","911
",4.5
OYO Flagship 5912 Premium Near Sikanderpur,"DLF Phase 1, Kusum Marg, Sector 26, Gurgaon","923
",4.5
OYO 6603 Hotel Green Residency 2,"Sector 31, Jharsa Road, Gurgaon","924
",New
OYO 10877 Hotel R K Residency,"Behind Bikaner Mishthan Bhandar, Gurgaon","939
",New
OYO 9612 Hotel Royal Ramiro,"Near Basement market, U block, Gurgaon","961
",4.5
OYO 306 Hotel Staayy Inn,"Sector 27, Gurgaon","964
",4.5
OYO 11044 Hotel Tulip Suites,"Nathupur Rd, Nathupur, Sector 24, Gurgaon","973
",4.5
OYO 11004 Heritage India Residency,"Near Artemis Hospital, Ardee City Gate No 3, Gurgaon","978
",4.5
OYO Flagship 516 Unitech Cyber Park,"Sector 46, Gurgaon",999,4.5
OYO 386 Hotel Lotus Panache,"84, Behind Bata Building, Near MDI, Sector-17A, Gurgaon",999,4.5
OYO Flagship 520 MG Road Metro Station,"L Block, DLF Phase 2, Gurgaon",999,4.5
OYO 9176 Aambson View,"Akashneem Marg, Gurgaon",999,4.5
OYO 10200 Hotel The Aroma Residency,"Plot 18 Huda Sector 47, Gurgaon","925
",4.2
OYO 9663 Hotel Shivam Residencies 1,"Arjun Marg Golf Course road, Gurgaon","946
",4.2
OYO 11451 Hotel Auston,"Sector 17C, Gurgaon","964
",4.5
OYO 10968 Hotel Almati 1,"DLF Phase 3, Near Shani Mandir, Gurgaon","967
",4.5
OYO 10748 Waves Guest House,"Old Delhi Rd, Opp. Payal Cinema, Near Atul Kataria Chowk, Sector 14,, Gurgaon","974
",4.2
OYO 9603 Sector 17,"Sector 17C, Gurgaon","991
",4.2
OYO 12471 SKS PREMIUM,"C Block, sushant lok-1, Near Vyapar Kendra Market, Gurgaon",999,4.5
OYO 6608 Sector 56,"Sector 56, Gurgaon",999,4.5
OYO 8822 Sector 31,"LIG Colony, Sector 31, Gurgaon",999,4.3
OYO 11381 Welcome Residency,"B284, Sushant Lok 1, Gurgaon",999,4.3
OYO 2482 K V Complex,"Behind Cyber City - DLF Phase 3, Gurgaon",999,New
OYO Flagship 423 Artemis Hospital,"H Block, Sushant Lok 3, Gurgaon",999,New
OYO 8465 near Sahara Mall,"Akashneem Marg, DLF Phase 2, Gurgaon",999,4.4
OYO 532 Hotel Alpine Park,"DLF phase 2, Gurgaon",999,4.4
OYO 8332 Branson Villa,"Plot No. 463, Sector 42, Gurgaon",999,4.4
OYO 6540 Tirupati Residency,"Sushant Lok 1 Near Paras Hospital, Gurgaon",999,4.4
OYO 9947 Ashiana Guest House,"K block, South City 1, Gurgaon",999,4.7
OYO 338 New Paradise,"Near Vishwas School, Sector 46, Gurgaon",999,4.7
OYO 429 Hotel Shubhdeep Ashiyana,"DLF Phase 2, Gurgaon",999,4.2
OYO 5919 near MG Road Metro Station,"DLF-II, Gurgaon",999,4.2
OYO 544 Hotel Rama Residency,"N 2-1, Near DLF Sqaure Building, Jacranda Marg, DLF Phase 2, Gurgaon",999,4.6
OYO 9300 Hotel Sufyan,"Arjun Marg Shopping Mall, Gurgaon",999,4.6
OYO 12477 DLF Phase 2,"M Block , Dlf Phase-2 , Near Nestle Tower  NH-8, Gurgaon",999,4.3
OYO 531 Hotel Cyber Inn,"Near Lotus Hospital, Prem Nagar, Gurgaon",999,4.3
OYO 6539 Home Stay Laxmi Villa,"Sohna Road, Sector - 49, Gurgaon",999,New
OYO 10257 Hotel Lotus Park,"Sector 55, Near Golf Course Road, Gurgaon",999,4.6
OYO 9997 Sohna Road,"Malibu Town, Sector 47, Gurugram, Haryana 122018, India, Gurgaon",999,4.6
OYO 326 Hotel Shubhdeep Aashiyana,"Near Delhi Public School, DLF Phase 2, Gurgaon",999,4.5
OYO 2384 Hotel Epic Inn,"Sector 49, Gurgaon",999,4.5
OYO Flagship 757 Sector 57,"Sector 57, Gurgaon",999,3.9
